adm0_name,adm1_name,adm1_id,adm2_name,adm3_name,date,policy,policy_intensity,travel_ban_intl_out_country_list,travel_ban_intl_in_country_list,no_gathering_size,Optional,Notes,source,access_date
USA,Oregon,OR,all,all,3/8/2020,emergency_declaration,1,NA,NA,NA,NA,state of emergency,https://www.nga.org/coronavirus/#states,3/17/2020
USA,Oregon,OR,all,all,3/10/2020,social_distance,0.25,NA,NA,NA,N,"restrict vistitation to nursing, assisted living and residential care facilities, including those providing memory care",https://www.oregon.gov/oha/ERD/Pages/New-guidance-long-term-care-facilities-limit-exposure-COVID-19.aspx,3/17/2020
USA,Oregon,OR,all,all,3/12/2020,school_closure,1,NA,NA,NA,N,statewide closure of K-12 schools,https://www.nga.org/coronavirus/#states,3/17/2020
USA,Oregon,OR,all,all,3/15/2020,emergency_declaration,1,NA,NA,NA,NA,state of emergency,https://www.nga.org/coronavirus/#states,3/17/2020
USA,Oregon,OR,all,all,3/17/2020,school_closure,1,NA,NA,NA,N,The Governor signed an executive order which extended statewide school closures until April 28.,https://www.oregon.gov/newsroom/Pages/NewsDetail.aspx?newsid=36203,3/26/2020
USA,Oregon,OR,all,all,3/18/2020,social_distance,0.5,NA,NA,NA,N,"all Oregon hospitals, outpatient clinics, and health care providers, including veterinarians and dentists, to cease all non-emergency medical procedures to conserve personal protective equipment.",https://www.oregonlive.com/coronavirus/2020/03/oregon-governor-freezes-all-non-emergency-procedures-to-preserve-masks-medical-supplies.html,3/26/2020
USA,Oregon,OR,all,all,3/23/2020,business_closure,1,NA,NA,NA,N,closes all non-essential businesses,https://www.nga.org/wp-content/uploads/2020/03/Memorandum-on-Overview-of-State-Actions-on-Business-Closure-and-Personal-Movement-Restrictions-in-Response-to-COVID-19_3.25.pdf,3/25/2020
USA,Oregon,OR,all,all,3/23/2020,travel_ban_intl_out,1,all,NA,NA,N,no travel permitted at all,https://govsite-assets.s3.amazonaws.com/jkAULYKcSh6DoDF8wBM0_EO%2020-12.pdf,3/25/2020
USA,Oregon,OR,all,all,3/23/2020,travel_ban_intl_in,1,all,all,NA,N,no travel permitted at all,https://govsite-assets.s3.amazonaws.com/jkAULYKcSh6DoDF8wBM0_EO%2020-12.pdf,3/25/2020
USA,Oregon,OR,all,all,3/23/2020,home_isolation,1,NA,NA,NA,N,"Executive Order 20-12, directing Oregonians to stay at home to the maximum extent possible, outlining new guidance for child care facilities, and expanding the list of businesses that will be temporarily closed.",https://govsite-assets.s3.amazonaws.com/jkAULYKcSh6DoDF8wBM0_EO%2020-12.pdf,3/25/2020
USA,Oregon,OR,all,all,3/23/2020,social_distance,0.75,NA,NA,NA,N,"must stay 6ft apart, if you go outdoors",https://govsite-assets.s3.amazonaws.com/jkAULYKcSh6DoDF8wBM0_EO%2020-12.pdf,3/25/2020
USA,Oregon,OR,all,all,3/23/2020,no_gathering,1,NA,NA,0,N,no gathering of any size is allowed. gathering within a single household is allowed.,https://govsite-assets.s3.amazonaws.com/jkAULYKcSh6DoDF8wBM0_EO%2020-12.pdf,3/25/2020
USA,Oregon,OR,all,all,3/23/2020,work_from_home,1,NA,NA,NA,N,"work in offices is prohibited, unless essential function",https://govsite-assets.s3.amazonaws.com/jkAULYKcSh6DoDF8wBM0_EO%2020-12.pdf,3/25/2020
USA,Oregon,OR,all,all,3/23/2020,travel_ban_local,1,all,all,NA,N,no travel permitted at all,https://govsite-assets.s3.amazonaws.com/jkAULYKcSh6DoDF8wBM0_EO%2020-12.pdf,3/25/2020
USA,Oregon,OR,all,all,3/23/2020,social_distance,1,NA,NA,NA,N,"public recreational areas closed (i.e. parks, capgrounds, etc)",https://govsite-assets.s3.amazonaws.com/jkAULYKcSh6DoDF8wBM0_EO%2020-12.pdf,3/25/2020
USA,Pennsylvania,PA,all,all,3/5/2020,travel_ban_intl_in,1,NA,"China, Italy, Iran, South Korea",NA,N,"Anyone who has arrived from China or Iran, and anyone who has returned from Italy or South Korea, within the last 14 days, are required to contact the public health department and practice social distancing for 14 days post travel.",https://www.media.pa.gov/Pages/Health-Details.aspx?newsid=726,3/17/2020
USA,Pennsylvania,PA,all,all,3/6/2020,emergency_declaration,1,NA,NA,NA,NA,Governor Tom Wolf signed an emergency disaster declaration on March 6 that directs all commonwealth departments and agencies to use all available resources and personnel as is deemed necessary to respond to the emergency situation.,https://www.governor.pa.gov/newsroom/wolf-administration-provides-guidance-to-commonwealth-employees-on-travel-and-large-gatherings/,3/17/2020
USA,Pennsylvania,PA,all,all,3/11/2020,travel_ban_local,0.5,NA,NA,NA,N,no out of state travel or international travel for official commonwealth business,https://www.governor.pa.gov/newsroom/wolf-administration-provides-guidance-to-commonwealth-employees-on-travel-and-large-gatherings/,3/17/2020
USA,Pennsylvania,PA,all,all,3/13/2020,school_closure,1,NA,NA,NA,N,closure of PA schools,https://www.governor.pa.gov/newsroom/governor-wolf-announces-closure-of-pennsylvania-schools/,3/17/2020
USA,Pennsylvania,PA,all,all,3/13/2020,social_distance,0.2,NA,NA,NA,N,"A no visitor policy will be implemented for correctional facilities, nursing homes, and others to be evaluated.",https://www.governor.pa.gov/newsroom/gov-wolf-sec-of-health-outline-covid-19-mitigation-guidance-for-montgomery-county-commonwealth-of-pennsylvania/,3/17/2020
USA,Pennsylvania,PA,all,all,3/14/2020,social_distance,0.4,NA,NA,NA,N,all libraries closed,https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/,3/15/2020
USA,Pennsylvania,PA,Allegheny,all,3/15/2020,business_closure,0.33,NA,NA,NA,N,"starting on March 16 in Allegheny, Bucks, Chester, Delaware, and Montgomery counties for the next 14 days.",https://www.governor.pa.gov/newsroom/gov-wolf-sec-of-health-outline-covid-19-mitigation-guidance-for-montgomery-county-commonwealth-of-pennsylvania/,3/17/2020
USA,Pennsylvania,PA,Bucks,all,3/15/2020,business_closure,0.33,NA,NA,NA,N,"starting on March 16 in Allegheny, Bucks, Chester, Delaware, and Montgomery counties for the next 14 days.",https://www.governor.pa.gov/newsroom/gov-wolf-sec-of-health-outline-covid-19-mitigation-guidance-for-montgomery-county-commonwealth-of-pennsylvania/,3/17/2020
USA,Pennsylvania,PA,Chester,all,3/15/2020,business_closure,0.33,NA,NA,NA,N,"starting on March 16 in Allegheny, Bucks, Chester, Delaware, and Montgomery counties for the next 14 days.",https://www.governor.pa.gov/newsroom/gov-wolf-sec-of-health-outline-covid-19-mitigation-guidance-for-montgomery-county-commonwealth-of-pennsylvania/,3/17/2020
USA,Pennsylvania,PA,Delaware,all,3/15/2020,business_closure,0.33,NA,NA,NA,N,"starting on March 16 in Allegheny, Bucks, Chester, Delaware, and Montgomery counties for the next 14 days.",https://www.governor.pa.gov/newsroom/gov-wolf-sec-of-health-outline-covid-19-mitigation-guidance-for-montgomery-county-commonwealth-of-pennsylvania/,3/17/2020
USA,Pennsylvania,PA,Montgomery,all,3/15/2020,business_closure,0.33,NA,NA,NA,N,"starting on March 16 in Allegheny, Bucks, Chester, Delaware, and Montgomery counties for the next 14 days.",https://www.governor.pa.gov/newsroom/gov-wolf-sec-of-health-outline-covid-19-mitigation-guidance-for-montgomery-county-commonwealth-of-pennsylvania/,3/17/2020
USA,Pennsylvania,PA,all,all,3/16/2020,business_closure,0.67,NA,NA,NA,N,for non-essential businesses across the state to close for at least 14 days to help mitigate the spread of COVID-19.,https://dced.pa.gov/newsroom/wolf-administration-updates-businesses-on-guidance-for-covid-19-mitigation-efforts/,3/25/2020
USA,Pennsylvania,PA,all,all,3/17/2020,travel_ban_local,1,NA,NA,NA,Y,"Freedom of travel will remain, but all Pennsylvanians are asked to refrain from non-essential travel. Freedom of travel will remain, but all Pennsylvanians are asked to refrain from non-essential travel.",https://www.governor.pa.gov/newsroom/gov-wolf-puts-statewide-covid-19-mitigation-efforts-in-effect-stresses-need-for-every-pennsylvanian-to-take-action-to-stop-the-spread/,3/17/2020
USA,Pennsylvania,PA,all,all,3/17/2020,social_distance,0.6,NA,NA,NA,N,"all restaurants and bars will close dine-in facilities, but carry out and delivery and drive through allowed. A no-visitor policy for correctional facilities and nursing homes. Closure of licensed childcare centers. Closure of adult day care centers, adult training facilities, Provocations facilities, LIFE centers and Senior Community Centers",https://www.governor.pa.gov/newsroom/gov-wolf-puts-statewide-covid-19-mitigation-efforts-in-effect-stresses-need-for-every-pennsylvanian-to-take-action-to-stop-the-spread/,3/17/2020
USA,Pennsylvania,PA,all,all,3/17/2020,work_from_home,1,NA,NA,NA,Y,Telework or a 10 workday paid absence for individuals who do not have telework capability,https://www.governor.pa.gov/newsroom/gov-wolf-puts-statewide-covid-19-mitigation-efforts-in-effect-stresses-need-for-every-pennsylvanian-to-take-action-to-stop-the-spread/,3/26/2020
USA,Pennsylvania,PA,all,all,3/18/2020,business_closure,1,NA,NA,NA,N,an executive order suspending all non-life-sustaining business.,https://www.scribd.com/document/452416027/20200319-TWW-COVID-19-Business-Closure-Order,3/26/2020
USA,Pennsylvania,PA,all,all,3/18/2020,no_gathering,0.5,NA,NA,50,N,Limiting crowd capacity for social and recreational gatherings to 50 people;,https://portal.ct.gov/Office-of-the-Governor/News/Press-Releases/2020/03-2020/Northeast-Governors-From-Connecticut-New-York-New-Jersey-Announce-Collective-Measures,3/26/2020
USA,Pennsylvania,PA,all,all,3/18/2020,social_distance,0.8,NA,NA,NA,N,"Temporary closing of movie theaters, gyms, and casinos.",https://www.scribd.com/document/452416027/20200319-TWW-COVID-19-Business-Closure-Order,3/26/2020
USA,Pennsylvania,PA,all,all,3/18/2020,paid_sick_leave,1,NA,NA,NA,N,Telework or a 10 workday paid absence for individuals who do not have telework capability,https://www.governor.pa.gov/newsroom/gov-wolf-puts-statewide-covid-19-mitigation-efforts-in-effect-stresses-need-for-every-pennsylvanian-to-take-action-to-stop-the-spread/,3/17/2020
USA,Pennsylvania,PA,all,all,3/23/2020,school_closure,1,NA,NA,NA,N,"The Governor updated previous school closure guidance, extending the deadline to at least April 6.",https://www.media.pa.gov/Pages/Education-Details.aspx?newsid=814,3/26/2020
USA,Pennsylvania,PA,Philadelphia,all,3/23/2020,work_from_home,1,NA,NA,NA,N,"no office based or co-working space is allowed, allowed to operate business remotely.",https://www.phila.gov/media/20200322130746/Order-2-Business-And-Congregation-Prohibition-Stay-At-Home.pdf,3/25/2020
USA,Pennsylvania,PA,Philadelphia,all,3/23/2020,social_distance,1,NA,NA,NA,N,must maintain at least 6 ft distance between any person in public,https://www.phila.gov/media/20200322130746/Order-2-Business-And-Congregation-Prohibition-Stay-At-Home.pdf,3/25/2020
USA,Pennsylvania,PA,Philadelphia,all,3/23/2020,no_gathering,1,NA,NA,0,N,all public and private gatherings of any number of people occuring outside a single household or living unit are prohibited,https://www.phila.gov/media/20200322130746/Order-2-Business-And-Congregation-Prohibition-Stay-At-Home.pdf,3/25/2020
USA,Pennsylvania,PA,Philadelphia,all,3/23/2020,home_isolation,1,NA,NA,NA,N,all residents of Philadelphia are required to stay home,https://www.phila.gov/media/20200322130746/Order-2-Business-And-Congregation-Prohibition-Stay-At-Home.pdf,3/25/2020
USA,Pennsylvania,PA,Allegheny,all,3/23/2020,home_isolation,1,NA,NA,NA,N,Targeted “Stay at Home” orders to seven highest-burden counties that will be in effect until April 6.,https://www.governor.pa.gov/wp-content/uploads/2020/03/03.23.20-Stay-At-Home-Order-Guidance.pdf,3/26/2020
USA,Pennsylvania,PA,Bucks,all,3/23/2020,home_isolation,1,NA,NA,NA,N,Targeted “Stay at Home” orders to seven highest-burden counties that will be in effect until April 6.,https://www.governor.pa.gov/wp-content/uploads/2020/03/03.23.20-Stay-At-Home-Order-Guidance.pdf,3/26/2020
USA,Pennsylvania,PA,Chester,all,3/23/2020,home_isolation,1,NA,NA,NA,N,Targeted “Stay at Home” orders to seven highest-burden counties that will be in effect until April 6.,https://www.governor.pa.gov/wp-content/uploads/2020/03/03.23.20-Stay-At-Home-Order-Guidance.pdf,3/26/2020
USA,Pennsylvania,PA,Delaware,all,3/23/2020,home_isolation,1,NA,NA,NA,N,Targeted “Stay at Home” orders to seven highest-burden counties that will be in effect until April 6.,https://www.governor.pa.gov/wp-content/uploads/2020/03/03.23.20-Stay-At-Home-Order-Guidance.pdf,3/26/2020
USA,Pennsylvania,PA,Erie,all,3/23/2020,home_isolation,1,NA,NA,NA,N,Targeted “Stay at Home” orders to seven highest-burden counties that will be in effect until April 6.,https://www.governor.pa.gov/wp-content/uploads/2020/03/03.23.20-Stay-At-Home-Order-Guidance.pdf,3/26/2020
USA,Pennsylvania,PA,Monroe,all,3/23/2020,home_isolation,1,NA,NA,NA,N,Targeted “Stay at Home” orders to seven highest-burden counties that will be in effect until April 6.,https://www.governor.pa.gov/wp-content/uploads/2020/03/03.23.20-Stay-At-Home-Order-Guidance.pdf,3/26/2020
USA,Pennsylvania,PA,Montgomery,all,3/23/2020,home_isolation,1,NA,NA,NA,N,Targeted “Stay at Home” orders to seven highest-burden counties that will be in effect until April 6.,https://www.governor.pa.gov/wp-content/uploads/2020/03/03.23.20-Stay-At-Home-Order-Guidance.pdf,3/26/2020
USA,Pennsylvania,PA,Lehigh,all,3/25/2020,home_isolation,1,NA,NA,NA,N,"Governor expanded the “Stay at Home” order to Lehigh and Northampton counties, bringing the total number of counties under a stay at home directive in Pennsylvania to 10.",https://www.governor.pa.gov/wp-content/uploads/2020/03/2020.3.25-TWW-Lehigh-Northampton-amendment-to-COVID-19-stay-at-home-order.pdf,3/26/2020
USA,Pennsylvania,PA,Northampton,all,3/25/2020,home_isolation,1,NA,NA,NA,N,"Governor expanded the “Stay at Home” order to Lehigh and Northampton counties, bringing the total number of counties under a stay at home directive in Pennsylvania to 10.",https://www.governor.pa.gov/wp-content/uploads/2020/03/2020.3.25-TWW-Lehigh-Northampton-amendment-to-COVID-19-stay-at-home-order.pdf,3/26/2020
USA,Rhode Island,RI,all,all,3/11/2020,no_gathering,1,NA,NA,250,Y,Do not organize or attend events that will be attended by 250 people or more.,https://www.ri.gov/press/view/37892,3/17/2020
USA,Rhode Island,RI,all,all,3/16/2020,social_distance,0.5,NA,NA,NA,N,"regarding restrictions for public meetings. regarding restrictions for restaurants, bars, entertainment venues, and public gatherings.",http://www.governor.ri.gov/documents/orders/Executive-Order-20-05.pdf,3/17/2020
USA,Rhode Island,RI,all,all,3/18/2020,school_closure,1,NA,NA,NA,N,public schools should implement distance learning through April 3.,https://www.ri.gov/press/view/37961,3/26/2020
USA,Rhode Island,RI,all,all,3/25/2020,social_distance,1,NA,NA,NA,N,Allow no more than 20 percent of state fire capacity in the store at a time; Designate employees to monitor social distancing and assist customers; Offer exclusive hours for those in high-risk populations; and Assign employee(s) to ensure the CDC cleaning guidelines are followed.,https://storage.googleapis.com/ridbr_guidelines/Grocer_large_retailer_guidelines-Final.pdf,3/30/2020
USA,Rhode Island,RI,all,all,3/26/2020,travel_ban_local,1,NY,NY,NA,N,an Executive Order mandating that anyone who has traveled to New York by any form of transportation must self-quarantine for 14 days upon arrival in Rhode Island. The order applies to anyone who has been in New York in the past 14 days and going forward.,,
USA,South Carolina,SC,all,all,3/13/2020,school_closure,1,NA,NA,NA,N,"executive order for that all K-12 schools, including universities, colleges, and technical colleges be closed through the end of the month.",https://www.nga.org/coronavirus/#states,3/17/2020
USA,South Carolina,SC,all,all,3/17/2020,no_gathering,1,NA,NA,50,N,Prohibit any large public gathering from March 19 through March 31;,https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-03-17%20eFILED%20Executive%20Order%20No.%202020-10%20-%20Directing%20Additional%20Emergency%20Measures%20Due%20to%20COVID-19.pdf,3/26/2020
USA,South Carolina,SC,all,all,3/17/2020,social_distance,0.5,NA,NA,NA,N,Close all dine-in facilities from March 18 through March 31;,https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-03-17%20eFILED%20Executive%20Order%20No.%202020-10%20-%20Directing%20Additional%20Emergency%20Measures%20Due%20to%20COVID-19.pdf,3/26/2020
USA,South Carolina,SC,all,all,3/19/2020,work_from_home,1,NA,NA,NA,N,"Directs all non-essential employees at each public university, college, and technical college to work from home;",https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-03-19%20FILED%20Executive%20Order%20No.%202020-11%20-%20Additional%20Emergency%20Measures%20&%20Regulatory%20Relief%20re%20COVID-19.pdf,3/26/2020
USA,South Carolina,SC,all,all,3/23/2020,social_distance,1,NA,NA,NA,N,"The Governor issued Executive Order 2020-13, authorizing law enforcement to disperse congregate groups of people that pose a clear risk to public safety.",https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-03-23%20eFILED%20Executive%20Order%20No.%202020-13%20-%20Authorizing%20Law%20Enforcement%20to%20Preserve%20Public%20Health.pdf,3/26/2020
USA,South Dakota,SD,all,all,3/13/2020,emergency_declaration,1,NA,NA,NA,NA,state of emergency order for South Dakota.,https://www.nga.org/coronavirus/#states,3/17/2020
USA,South Dakota,SD,all,all,3/19/2020,work_from_home,1,NA,NA,NA,N,her executive order directing state employees to continue to telework through the next week and maintaining the ban on state employee work-related travel outside South Dakota.,https://www.keloland.com/news/capitol-news-bureau/as-covid-19-cases-climb-s-d-governor-orders-second-week-of-remote-work-keeps-travel-ban/,3/26/2020
USA,South Dakota,SD,all,all,3/19/2020,travel_ban_local,1,NA,NA,NA,N,maintaining the ban on state employee work-related travel outside South Dakota.,https://www.keloland.com/news/capitol-news-bureau/as-covid-19-cases-climb-s-d-governor-orders-second-week-of-remote-work-keeps-travel-ban/,3/26/2020
USA,South Dakota,SD,all,all,3/23/2020,social_distance,1,NA,NA,NA,N,"Executive Order, urging South Dakotans to practice CDC recommendations and implement social distancing measures; and urging businesses to modify business practices as necessary to comply with CDC guidance.",https://news.sd.gov/newsitem.aspx?id=26560,3/26/2020
USA,Tennessee,TN,all,all,3/12/2020,emergency_declaration,1,NA,NA,NA,NA,state of emergency declared,https://www.nga.org/coronavirus/#states,3/17/2020
USA,Tennessee,TN,all,all,3/12/2020,no_gathering,0.5,NA,NA,250,N,state of emergency declared,https://www.nga.org/coronavirus/#states,3/17/2020
USA,Tennessee,TN,all,all,3/13/2020,school_closure,1,NA,NA,NA,Y,School districts have been advised to exercise discretion when canceling school for K-12 students.,https://www.nga.org/coronavirus/#states,3/17/2020
USA,Tennessee,TN,all,all,3/13/2020,travel_ban_local,1,NA,NA,NA,N,"State employees have been instructed to cease all non-essential business travel through March 31, 2020.",https://www.nga.org/coronavirus/#states,3/17/2020
USA,Tennessee,TN,all,all,3/17/2020,school_closure,1,NA,NA,NA,Y,all school districts in Tennessee to close by March 20 and remain closed through March 31. The Governor announced that during this time the School Food Authorities will have flexibility to continue to provide meals to at-risk students who rely on meals.,https://www.tn.gov/governor/covid-19/covid-19-daily-bulletin/2020/3/17/covid-19-bulletin--1---march-17--2020.html,3/26/2020
USA,Tennessee,TN,all,all,3/22/2020,no_gathering,1,NA,NA,NA,N,prohibiting gatherings of 10 or more people.,https://www.tn.gov/governor/news/2020/3/22/gov--bill-lee-signs-executive-order-mandating-alternative-business-models-for-restaurants-and-gyms--lifts-alcohol-regulations.html,3/26/2020
USA,Tennessee,TN,all,all,3/22/2020,social_distance,0.5,NA,NA,NA,N,"Orders restaurants and bars to offer only drive-thru, take-out, or delivery, and permits closed-container alcohol take-out or delivery; Temporarily closes gyms and fitness centers; and Limits visitation to nursing homes, retirement homes, and long-term care facilities.",https://www.tn.gov/governor/news/2020/3/22/gov--bill-lee-signs-executive-order-mandating-alternative-business-models-for-restaurants-and-gyms--lifts-alcohol-regulations.html,3/26/2020
USA,Tennessee,TN,all,all,3/24/2020,work_from_home,1,NA,NA,NA,N,"The Governor extended work from home orders for state employees under the Alternative Workplace Solutions program, until April 24.",https://www.tn.gov/governor/covid-19/covid-19-daily-bulletin/2020/3/24/covid-19-bulletin--5---march-24--2020.html,3/26/2020
USA,Tennessee,TN,all,all,3/24/2020,school_closure,1,NA,NA,NA,N,The Governor extended statewide school closures until April 24.,https://www.nga.org/coronavirus/#states,3/26/2020
USA,Tennessee,TN,all,all,3/26/2020,social_distance,1,NA,NA,NA,N,executive orders promoting telemedicine efforts,https://publications.tnsosfiles.com/pub/execorders/exec-orders-lee20.pdf,3/30/2020
USA,Texas,TX,all,all,3/11/2020,testing_regime,1,NA,NA,NA,N,"insurers and HMOs to waive copayments, co-insurance, and deductibles for “testing and telemedicine visits for the diagnosis of coronavirus,” that is consistent with CDC guidance.",https://www.nga.org/coronavirus/#states,3/17/2020
USA,Texas,TX,all,all,3/13/2020,emergency_declaration,1,NA,NA,NA,NA,state of emergency declared,https://www.nga.org/coronavirus/#states,3/17/2020
USA,Texas,TX,all,all,3/16/2020,social_distance,1,NA,NA,NA,N,The Governor granted the Office of the Attorney General’s request for suspension of certain open-meeting statutes. This temporary suspension will allow for telephonic or videoconference meetings of governmental bodies that are accessible to the public in an effort to reduce in-person meetings that assemble large groups of people.,https://gov.texas.gov/news/post/governor-abbott-allows-virtual-and-telephonic-open-meetings-to-maintain-government-transparency,3/26/2020
USA,Texas,TX,all,all,3/19/2020,no_gathering,1,NA,NA,NA,N,"Order No. 1: Prohibiting public gatherings of 10 or more people. Order No. 2: Discouraging dine-in at restaurants and bars, or visitation of gyms and massage parlors. Order No. 3: Prohibiting visitation to nursing homes, retirement homes, or long-term care facilities.",https://gov.texas.gov/news/post/governor-abbott-issues-executive-orders-in-accordance-with-federal-guidelines-to-mitigate-spread-of-covid-19-in-texas,3/26/2020
USA,Texas,TX,all,all,3/19/2020,school_closure,1,NA,NA,NA,N,Order No. 4: Closing schools.,https://gov.texas.gov/news/post/governor-abbott-issues-executive-orders-in-accordance-with-federal-guidelines-to-mitigate-spread-of-covid-19-in-texas,3/26/2020
USA,Texas,TX,all,all,3/20/2020,event_cancel,1,NA,NA,NA,N,"The Governor issued a proclamation, postponing the runoff primary election until July 14, 2020.",https://gov.texas.gov/news/post/governor-abbott-postpones-runoff-primary-election-in-response-to-covid-19,3/26/2020
USA,Texas,TX,all,all,3/26/2020,travel_ban_local,1,"NY, NJ, CT, and New Orleans, LA","NY, NJ, CT, and New Orleans, LA",NA,N,"an Executive Order mandating a 14-day quarantine for travelers arriving in Texas from Tri-State airports in New York, New Jersey, or Connecticut, as well as from New Orleans, Louisiana.",,
USA,Utah,UT,all,all,3/6/2020,emergency_declaration,1,NA,NA,NA,NA,state of emergency declared,https://www.nga.org/coronavirus/#states,3/17/2020
USA,Utah,UT,all,all,3/12/2020,no_gathering,1,NA,NA,100,N,limit gatherings of 100+ people (including church); not participate in group gatherings for individuals over 60 years of age or immunocompromised; and restrict access to long-term care facilities.,https://www.nga.org/coronavirus/#states,3/17/2020
USA,Utah,UT,all,all,3/16/2020,school_closure,1,NA,NA,NA,N,"Utah’s public schools will implement a two-week dismissal, or “soft closure,” starting Monday, March 16. The dismissal is designed to help implement social distancing and slow the spread of novel coronavirus in our communities.",https://www.nga.org/coronavirus/#states,3/17/2020
USA,Utah,UT,all,all,3/17/2020,social_distance,1,NA,NA,NA,N,"The Utah Department of Health ordered all restaurants and bars to close dining rooms, effective March 18.",https://coronavirus.utah.gov/latest/,3/26/2020
USA,Utah,UT,all,all,3/23/2020,school_closure,1,NA,NA,NA,N,"The Governor, State Superintendent, and Acting Commissioner of Technical Education announced that Utah’s K-12 public schools will extend their dismissal through May 1, 2020.",https://coronavirus.utah.gov/public-schools-technical-colleges-dismissed-until-may-1/,3/26/2020
USA,Utah,UT,all,all,3/24/2020,home_isolation,1,NA,NA,NA,N,"a “Stay at Home Order” directing Vermonters to leave their homes only for critical reasons, and suspending in-person operations of all businesses and not-for-profit entities not expressly exempt.",https://governor.vermont.gov/sites/scott/files/documents/ADDENDUM%206%20TO%20EXECUTIVE%20ORDER%2001-20.pdf,3/30/2020
USA,Utah,UT,all,all,3/24/2020,business_closure,1,NA,NA,NA,N,suspending in-person operations of all businesses and not-for-profit entities not expressly exempt.,https://governor.vermont.gov/sites/scott/files/documents/ADDENDUM%206%20TO%20EXECUTIVE%20ORDER%2001-20.pdf,3/30/2020
USA,Virginia,VA,all,all,3/12/2020,travel_ban_local,1,NA,NA,NA,N,Guidance included a ban on out-of-state trave,https://www.nga.org/coronavirus/#states,3/17/2020
USA,Virginia,VA,all,all,3/12/2020,school_closure,1,NA,NA,NA,N,schools in Virginia to close for a minimum of two weeks.,https://www.nga.org/coronavirus/#states,3/17/2020
USA,Virginia,VA,all,all,3/12/2020,work_from_home,1,NA,NA,NA,N,implementation of telework policies,https://www.nga.org/coronavirus/#states,3/17/2020
USA,Virginia,VA,all,all,3/12/2020,event_cancel,1,NA,NA,NA,N,"Guidance included a ban on out-of-state travel, implementation of telework policies, cancelling specially scheduled state events for 30 days, and urging avoidance of large public gatherings",https://www.nga.org/coronavirus/#states,3/17/2020
USA,Virginia,VA,all,all,3/12/2020,business_closure,1,NA,NA,NA,Y,encouraged private businesses to explore telework and paid time-off options.,https://www.nga.org/coronavirus/#states,3/17/2020
USA,Virginia,VA,all,all,3/15/2020,no_gathering,0.5,NA,NA,100,N,"Guidance included a ban on out-of-state travel, implementation of telework policies, cancelling specially scheduled state events for 30 days, and urging avoidance of large public gatherings",https://www.nga.org/coronavirus/#states,3/17/2020
USA,Virginia,VA,all,all,3/18/2020,no_gathering,1,NA,NA,10,N,bans all gatherings of more than 10 people,https://www.governor.virginia.gov/newsroom/all-releases/2020/march/headline-855292-en.html,3/25/2020
USA,Virginia,VA,all,all,3/19/2020,social_distance,1,NA,NA,NA,N,Suspension of in-person visitations to state correctional facilities. Suspension of Motor Vehicle Safety Inspections for 60 days.,https://www.governor.virginia.gov/newsroom/all-releases/2020/march/headline-854722-en.html,3/26/2020
USA,Virginia,VA,all,all,3/23/2020,business_closure,1,NA,NA,NA,N,"all businesses, except essential businesses are required to close.",https://www.nga.org/wp-content/uploads/2020/03/Memorandum-on-Overview-of-State-Actions-on-Business-Closure-and-Personal-Movement-Restrictions-in-Response-to-COVID-19_3.25.pdf,3/25/2020
USA,Virginia,VA,all,all,3/24/2020,travel_ban_local,1,all,all,NA,N,Urges Virginians to stay home except for essential travel.,https://www.governor.virginia.gov/newsroom/all-releases/2020/march/headline-855292-en.html,3/26/2020
USA,Virginia,VA,all,all,3/24/2020,school_closure,1,NA,NA,NA,N,closes all K-12 schools for the remainder of the academic year.,https://www.governor.virginia.gov/newsroom/all-releases/2020/march/headline-855292-en.html,3/25/2020
USA,Virginia,VA,all,all,3/24/2020,home_isolation,1,NA,NA,NA,N,"Governor Northam is also urging all Virginians to avoid non-essential travel outside the home, if and when possible.",https://www.governor.virginia.gov/newsroom/all-releases/2020/march/headline-855292-en.html,3/25/2020
USA,US Virgin Islands,VI,all,all,3/18/2020,school_closure,1,NA,NA,NA,N,all public schools close,https://www.vi.gov/wp-content/uploads/2020/03/2020-03.23-12-54pm-Order-Suppl-Exec-Order-re-Restrictions-to-Movement-Gatherings-Operations-of-Business-Govt.-and-Schools-fully-signed.pdf,3/25/2020
USA,US Virgin Islands,VI,all,all,3/18/2020,social_distance,0.5,NA,NA,NA,N,"must maintain 6 ft distance from others, wash hands, etc",https://www.vi.gov/wp-content/uploads/2020/03/2020-03.23-12-54pm-Order-Suppl-Exec-Order-re-Restrictions-to-Movement-Gatherings-Operations-of-Business-Govt.-and-Schools-fully-signed.pdf,3/25/2020
USA,US Virgin Islands,VI,all,all,3/21/2020,no_gathering,1,NA,NA,10,N,"effective, untl shelter-in-place order passed, which takes priority",https://www.vi.gov/wp-content/uploads/2020/03/2020-03.23-12-54pm-Order-Suppl-Exec-Order-re-Restrictions-to-Movement-Gatherings-Operations-of-Business-Govt.-and-Schools-fully-signed.pdf,3/25/2020
