adm0_name,adm1_name,adm1_id,adm2_name,adm3_name,date,policy,travel_ban_intl_out_country_list,travel_ban_intl_in_country_list,no_gathering_size,optional,notes,source,access_date,intensity_group,intensity_group2,intensity_group3,intensity_group4,intensity_group5
USA,Pennsylvania,PA,Crawford,all,3/31/2020,home_isolation,NA,NA,NA,N,"the Stay at Home orders to include nine additional counties, bringing the state total to 19 counties under a stay-at- home order.",https://www.governor.pa.gov/wp-content/uploads/2020/03/20200331-GOV-Stay-at-Home-Order-Amendment.pdf,4/8/2020,mandatory shelter in place,,,,
USA,Pennsylvania,PA,Forest,all,3/31/2020,home_isolation,NA,NA,NA,N,"the Stay at Home orders to include nine additional counties, bringing the state total to 19 counties under a stay-at- home order.",https://www.governor.pa.gov/wp-content/uploads/2020/03/20200331-GOV-Stay-at-Home-Order-Amendment.pdf,4/8/2020,mandatory shelter in place,,,,
USA,Pennsylvania,PA,Franklin,all,3/31/2020,home_isolation,NA,NA,NA,N,"the Stay at Home orders to include nine additional counties, bringing the state total to 19 counties under a stay-at- home order.",https://www.governor.pa.gov/wp-content/uploads/2020/03/20200331-GOV-Stay-at-Home-Order-Amendment.pdf,4/8/2020,mandatory shelter in place,,,,
USA,Pennsylvania,PA,Lawrence,all,3/31/2020,home_isolation,NA,NA,NA,N,"the Stay at Home orders to include nine additional counties, bringing the state total to 19 counties under a stay-at- home order.",https://www.governor.pa.gov/wp-content/uploads/2020/03/20200331-GOV-Stay-at-Home-Order-Amendment.pdf,4/8/2020,mandatory shelter in place,,,,
USA,Pennsylvania,PA,Lebanon,all,3/31/2020,home_isolation,NA,NA,NA,N,"the Stay at Home orders to include nine additional counties, bringing the state total to 19 counties under a stay-at- home order.",https://www.governor.pa.gov/wp-content/uploads/2020/03/20200331-GOV-Stay-at-Home-Order-Amendment.pdf,4/8/2020,mandatory shelter in place,,,,
USA,Pennsylvania,PA,Somerset,all,3/31/2020,home_isolation,NA,NA,NA,N,"the Stay at Home orders to include nine additional counties, bringing the state total to 19 counties under a stay-at- home order.",https://www.governor.pa.gov/wp-content/uploads/2020/03/20200331-GOV-Stay-at-Home-Order-Amendment.pdf,4/8/2020,mandatory shelter in place,,,,
USA,Pennsylvania,PA,all,all,4/1/2020,home_isolation,NA,NA,NA,N,the stay at home order to all 67 of the state’s counties. The order will continue until April 30.,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200401-GOV-Statewide-Stay-at-Home-Order.pdf,4/8/2020,mandatory shelter in place,,,,
USA,Pennsylvania,PA,all,all,3/18/2020,no_gathering,NA,NA,50,N,Limiting crowd capacity for social and recreational gatherings to 50 people;,https://portal.ct.gov/Office-of-the-Governor/News/Press-Releases/2020/03-2020/Northeast-Governors-From-Connecticut-New-York-New-Jersey-Announce-Collective-Measures,3/26/2020,no_gathering_50_99,,,,
USA,Pennsylvania,PA,Philadelphia,all,3/23/2020,no_gathering,NA,NA,0,N,all public and private gatherings of any number of people occuring outside a single household or living unit are prohibited,https://www.phila.gov/media/20200322130746/Order-2-Business-And-Congregation-Prohibition-Stay-At-Home.pdf,3/25/2020,no_gathering,,,,
USA,Pennsylvania,PA,all,all,3/18/2020,paid_sick_leave,NA,NA,NA,N,Telework or a 10 workday paid absence for individuals who do not have telework capability,https://www.governor.pa.gov/newsroom/gov-wolf-puts-statewide-covid-19-mitigation-efforts-in-effect-stresses-need-for-every-pennsylvanian-to-take-action-to-stop-the-spread/,3/17/2020,subset of workers receive paid sick leave,,,,
USA,Pennsylvania,PA,all,all,3/16/2020,school_closure,NA,NA,NA,N,closure of PA schools,https://www.governor.pa.gov/newsroom/governor-wolf-announces-closure-of-pennsylvania-schools/,3/17/2020,school closure ,,,,
USA,Pennsylvania,PA,all,all,3/23/2020,school_closure,NA,NA,NA,N,"The Governor updated previous school closure guidance, extending the deadline to at least April 6.",https://www.media.pa.gov/Pages/Education-Details.aspx?newsid=814,3/26/2020,school closure ,,,,
USA,Pennsylvania,PA,all,all,3/13/2020,social_distance,NA,NA,NA,N,"A no visitor policy will be implemented for correctional facilities, nursing homes, and others to be evaluated.",https://www.governor.pa.gov/newsroom/gov-wolf-sec-of-health-outline-covid-19-mitigation-guidance-for-montgomery-county-commonwealth-of-pennsylvania/,3/17/2020,Restricts or requires social distance for visitation to certain facilities,,,,
USA,Pennsylvania,PA,all,all,3/14/2020,social_distance,NA,NA,NA,N,all libraries closed,https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/,3/15/2020,closes public facilities,,,,
USA,Pennsylvania,PA,all,all,3/17/2020,social_distance,NA,NA,NA,N,"all restaurants and bars will close dine-in facilities, but carry out and delivery and drive through allowed. A no-visitor policy for correctional facilities and nursing homes. Closure of licensed childcare centers. Closure of adult day care centers, adult training facilities, Provocations facilities, LIFE centers and Senior Community Centers",https://www.governor.pa.gov/newsroom/gov-wolf-puts-statewide-covid-19-mitigation-efforts-in-effect-stresses-need-for-every-pennsylvanian-to-take-action-to-stop-the-spread/,3/17/2020,Restricts or requires social distance for visitation to certain facilities,,,,
USA,Pennsylvania,PA,Philadelphia,all,3/23/2020,social_distance,NA,NA,NA,N,must maintain at least 6 ft distance between any person in public,https://www.phila.gov/media/20200322130746/Order-2-Business-And-Congregation-Prohibition-Stay-At-Home.pdf,3/25/2020,requires social distancing standards anywhere outside home,,,,
USA,Pennsylvania,PA,all,all,4/4/2020,social_distance,NA,NA,NA,N,"The Secretary of the Department of Health signed an order providing direction for maintaining and cleaning businesses authorized to maintain in-person operations. These new protocols include: Maintain pre-existing cleaning protocols established in the facility for all other areas of the building; Clean and disinfect high-touch areas routinely in accordance with CDC guidelines; Ensure that the facility has the workforce to perform all cleaning protocols in an effective manner; and, Ensure that the facility has a sufficient number of security employees to control access, maintain order, and enforce social distancing of at least 6 feet.",https://www.governor.pa.gov/wp-content/uploads/2020/04/20200405-SOH-Building-Safety-Measures.pdf,4/8/2020,requires social distancing standards anywhere outside home,,,,
USA,Pennsylvania,PA,all,all,3/5/2020,travel_ban_intl_in,NA,"China, Italy, Iran, South Korea",NA,N,"Anyone who has arrived from China or Iran, and anyone who has returned from Italy or South Korea, within the last 14 days, are required to contact the public health department and practice social distancing for 14 days post travel.",https://www.media.pa.gov/Pages/Health-Details.aspx?newsid=726,3/17/2020,China,Iran,Italy,South Korea,
USA,Pennsylvania,PA,all,all,3/11/2020,travel_ban_local,NA,NA,NA,N,no out of state travel or international travel for official commonwealth business,https://www.governor.pa.gov/newsroom/wolf-administration-provides-guidance-to-commonwealth-employees-on-travel-and-large-gatherings/,3/17/2020,travel ban for govt. employees,,,,
USA,Pennsylvania,PA,all,all,3/17/2020,travel_ban_local,NA,NA,NA,N,"Freedom of travel will remain, but all Pennsylvanians are asked to refrain from non-essential travel. Freedom of travel will remain, but all Pennsylvanians are asked to refrain from non-essential travel.",https://www.governor.pa.gov/newsroom/gov-wolf-puts-statewide-covid-19-mitigation-efforts-in-effect-stresses-need-for-every-pennsylvanian-to-take-action-to-stop-the-spread/,3/17/2020,limit all non essential within state travel,,,,
USA,Pennsylvania,PA,all,all,3/17/2020,work_from_home,NA,NA,NA,Y,Telework or a 10 workday paid absence for individuals who do not have telework capability,https://www.governor.pa.gov/newsroom/gov-wolf-puts-statewide-covid-19-mitigation-efforts-in-effect-stresses-need-for-every-pennsylvanian-to-take-action-to-stop-the-spread/,3/26/2020,opt work from home,,,,
USA,Pennsylvania,PA,Philadelphia,all,3/23/2020,work_from_home,NA,NA,NA,N,"no office based or co-working space is allowed, allowed to operate business remotely.",https://www.phila.gov/media/20200322130746/Order-2-Business-And-Congregation-Prohibition-Stay-At-Home.pdf,3/25/2020,work from home,,,,
USA,Rhode Island,RI,all,all,3/16/2020,business_closure,NA,NA,NA,N,"regarding restrictions for restaurants, bars, entertainment venues, and public gatherings.",http://www.governor.ri.gov/documents/orders/Executive-Order-20-05.pdf,3/17/2020,food/drink closure,recreation,,,
USA,Rhode Island,RI,all,all,3/28/2020,business_closure,NA,NA,NA,N,Closing all non-critical retail businesses.,https://www.ri.gov/press/view/38036,4/8/2020,all non-essentials,,,,
USA,Rhode Island,RI,all,all,3/28/2020,home_isolation,NA,NA,NA,N,Issuing a stay-at-home order until April 13;,https://www.ri.gov/press/view/38033,4/8/2020,mandatory shelter in place,,,,
USA,Rhode Island,RI,all,all,3/11/2020,no_gathering,NA,NA,250,N,Do not organize or attend events that will be attended by 250 people or more.,https://www.ri.gov/press/view/37892,3/17/2020,no_gathering_250_499,,,,
USA,Rhode Island,RI,all,all,3/28/2020,no_gathering,NA,NA,5,N,"Limiting gatherings to groups no more than 5; and,",https://www.ri.gov/press/view/38036,4/8/2020,no_gathering_5_49,,,,
USA,Rhode Island,RI,all,all,3/18/2020,school_closure,NA,NA,NA,N,public schools should implement distance learning through April 3.,https://www.ri.gov/press/view/37961,3/26/2020,school closure ,,,,
USA,Rhode Island,RI,all,all,3/16/2020,social_distance,NA,NA,NA,N,regarding restrictions for public meetings,http://www.governor.ri.gov/documents/orders/Executive-Order-20-05.pdf,3/17/2020,Suspends/restricts non-critical state operations/govt services,,,,
USA,Rhode Island,RI,all,all,3/25/2020,social_distance,NA,NA,NA,N,Allow no more than 20 percent of state fire capacity in the store at a time; Designate employees to monitor social distancing and assist customers; Offer exclusive hours for those in high-risk populations; and Assign employee(s) to ensure the CDC cleaning guidelines are followed.,https://storage.googleapis.com/ridbr_guidelines/Grocer_large_retailer_guidelines-Final.pdf,3/30/2020,requires social distancing standards anywhere outside home,,,,
USA,Rhode Island,RI,all,all,4/3/2020,social_distance,NA,NA,NA,N,"temporary closure of Rhode Island state parks and beaches, along with their parking areas, beginning April 3 and until further notice.",http://riparks.com/covid19.php,4/8/2020,closes outdoor facilities,closes public facilities,,,
USA,Rhode Island,RI,all,all,4/6/2020,social_distance,NA,NA,NA,N,an agreement with the Secretary of State allowing business transactions that require a notary public to utilize the Remote Online Notarization on a temporary basis.,https://www.sos.ri.gov/divisions/notary-public/remote-online-notarization,4/8/2020,Suspends/restricts non-critical state operations/govt services,,,,
USA,Rhode Island,RI,all,all,3/26/2020,travel_ban_local,NY,NY,NA,N,an Executive Order mandating that anyone who has traveled to New York by any form of transportation must self-quarantine for 14 days upon arrival in Rhode Island. The order applies to anyone who has been in New York in the past 14 days and going forward.,https://www.nga.org/coronavirus/#states,3/26/2020,inbound quarantine,,,,
USA,Rhode Island,RI,all,all,3/28/2020,travel_ban_local,NA,NA,NA,N,Ordering anyone coming to Rhode Island by any mode of transportation after visiting another state for a non-work-related purpose to self-quarantine for 14 days;,https://www.ri.gov/press/view/38036,4/8/2020,inbound quarantine,,,,
USA,South Carolina,SC,all,all,3/21/2020,business_closure,NA,NA,NA,N,"Executive Order 2020-12, which directs the Department of Revenue to waive additional regulations to allow restaurants to include sealed containers of beer and wine for curbside pickup or “to-go” orders only. ",https://governor.sc.gov/news/2020-03/gov-henry-mcmaster-urges-donations-extends-income-tax-deadline-allows-curbside-sale,4/8/2020,N/A: amendment,,,,
USA,South Carolina,SC,all,all,3/31/2020,business_closure,NA,NA,NA,N,"Executive Order 2020-17, directing the closure of non-essential businesses, as defined through the order.",https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-03-31%20eFILED%20Executive%20Order%20No.%202020-17%20-%20Closure%20of%20Non-Essential%20Businesses.pdf,4/8/2020,all non-essentials,,,,
USA,South Carolina,SC,all,all,3/17/2020,business_closure,NA,NA,NA,N,Close all dine-in facilities from March 18 through March 31;,https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-03-17%20eFILED%20Executive%20Order%20No.%202020-10%20-%20Directing%20Additional%20Emergency%20Measures%20Due%20to%20COVID-19.pdf,3/26/2020,food/drink closure,,,,
USA,South Carolina,SC,all,all,4/7/2020,home_isolation,NA,NA,NA,N,an executive order including mandatory “Home or Work” order and establishing capacity limitations on retail businesses still operating.,https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-04-06%20eFILED%20Executive%20Order%20No.%202020-21%20-%20Stay%20at%20Home%20or%20Work%20Order.pdf,4/8/2020,mandatory shelter in place,,,,
USA,South Carolina,SC,all,all,3/18/2020,no_gathering,NA,NA,50,N,Prohibit any large public gathering from March 18 through March 31 of more than 50 people;,https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-03-17%20eFILED%20Executive%20Order%20No.%202020-10%20-%20Directing%20Additional%20Emergency%20Measures%20Due%20to%20COVID-19.pdf,3/26/2020,no_gathering_50_99,,,,
USA,South Carolina,SC,all,all,3/16/2020,school_closure,NA,NA,NA,N,"executive order for that all K-12 schools, including universities, colleges, and technical colleges be closed through the end of the month.",https://www.nga.org/coronavirus/#states,3/17/2020,school closure ,,,,
USA,South Carolina,SC,all,all,3/21/2020,social_distance,NA,NA,NA,N,"Executive Order 2020-12, which directs the Department of Revenue to waive additional regulations to allow restaurants to include sealed containers of beer and wine for curbside pickup or “to-go” orders only. Additionally, the Order extends the state’s income tax deadline to July 15, in line with the new federal income tax deadline.",https://governor.sc.gov/news/2020-03/gov-henry-mcmaster-urges-donations-extends-income-tax-deadline-allows-curbside-sale,4/8/2020,Suspends/restricts non-critical state operations/govt services,,,,
USA,South Carolina,SC,all,all,3/23/2020,social_distance,NA,NA,NA,N,"The Governor issued Executive Order 2020-13, authorizing law enforcement to disperse congregate groups of people that pose a clear risk to public safety.",https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-03-23%20eFILED%20Executive%20Order%20No.%202020-13%20-%20Authorizing%20Law%20Enforcement%20to%20Preserve%20Public%20Health.pdf,3/26/2020,requires social distancing standards anywhere outside home,,,,
USA,South Carolina,SC,all,all,3/30/2020,social_distance,NA,NA,NA,N,"Executive Order 2020-16 closing all public access points to state beaches, public boat ramps, landings, and other access points on the state’s lakes, rivers and waterways.",https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-03-31%20eFILED%20Executive%20Order%20No.%202020-17%20-%20Closure%20of%20Non-Essential%20Businesses.pdf,4/8/2020,closes outdoor facilities,,,,
USA,South Carolina,SC,all,all,3/19/2020,work_from_home,NA,NA,NA,N,"Directs all non-essential employees at each public university, college, and technical college to work from home;",https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-03-19%20FILED%20Executive%20Order%20No.%202020-11%20-%20Additional%20Emergency%20Measures%20&%20Regulatory%20Relief%20re%20COVID-19.pdf,3/26/2020,govt employees work from home,,,,
USA,South Dakota,SD,all,all,3/13/2020,emergency_declaration,NA,NA,NA,NA,state of emergency order for South Dakota.,https://www.nga.org/coronavirus/#states,3/17/2020,emergency declaration,,,,
USA,South Dakota,SD,all,all,4/1/2020,event_cancel,NA,NA,NA,N,House Bill 1298 to postpone any elections scheduled to be held between April 14 and May 26.,https://mylrc.sdlegislature.gov/api/Documents/70297.pdf,4/8/2020,cancel one event,,,,
USA,South Dakota,SD,all,all,3/16/2020,school_closure,NA,NA,NA,N,schools closed statewide,https://editproj.sharepoint.com/:x:/r/_layouts/15/Doc.aspx?sourcedoc=%7B1F18D008-F204-4812-A40E-27B0D142F5FC%7D&file=Coronavirus-state-district-closures-3.25.2020-v1.xlsx&action=default&mobileredirect=true,4/7/2020,school closure ,,,,
USA,South Dakota,SD,all,all,3/23/2020,social_distance,NA,NA,NA,N,"Executive Order, urging South Dakotans to practice CDC recommendations and implement social distancing measures; and urging businesses to modify business practices as necessary to comply with CDC guidance.",https://news.sd.gov/newsitem.aspx?id=26560,3/26/2020,requires social distancing standards anywhere outside home,,,,
USA,South Dakota,SD,Minnehaha,all,4/7/2020,social_distance,NA,NA,NA,N,"executive order 2020-13, directing adults over the age of 65 with underlying medical conditions in Minnehaha and Lincoln counties to stay at home.",https://sdsos.gov/general-information/executive-actions/executive-orders/assets/2020-13.PDF,4/8/2020,Isolate/quarantine certain populations,,,,
USA,South Dakota,SD,Lincoln,all,4/7/2020,social_distance,NA,NA,NA,N,"executive order 2020-13, directing adults over the age of 65 with underlying medical conditions in Minnehaha and Lincoln counties to stay at home.",https://sdsos.gov/general-information/executive-actions/executive-orders/assets/2020-13.PDF,4/8/2020,Isolate/quarantine certain populations,,,,
USA,South Dakota,SD,all,all,3/19/2020,travel_ban_local,NA,NA,NA,N,maintaining the ban on state employee work-related travel outside South Dakota.,https://www.keloland.com/news/capitol-news-bureau/as-covid-19-cases-climb-s-d-governor-orders-second-week-of-remote-work-keeps-travel-ban/,3/26/2020,travel ban for govt. employees,,,,
USA,South Dakota,SD,all,all,3/19/2020,work_from_home,NA,NA,NA,N,her executive order directing state employees to continue to telework through the next week and maintaining the ban on state employee work-related travel outside South Dakota.,https://www.keloland.com/news/capitol-news-bureau/as-covid-19-cases-climb-s-d-governor-orders-second-week-of-remote-work-keeps-travel-ban/,3/26/2020,govt employees work from home,,,,
USA,Tennessee,TN,all,all,3/22/2020,business_closure,NA,NA,NA,N,"Orders restaurants and bars to offer only drive-thru, take-out, or delivery, and permits closed-container alcohol take-out or delivery; closes gyms and fitness centers.",https://www.tn.gov/governor/news/2020/3/22/gov--bill-lee-signs-executive-order-mandating-alternative-business-models-for-restaurants-and-gyms--lifts-alcohol-regulations.html,3/26/2020,food/drink closure,recreation,,,
USA,Tennessee,TN,all,all,3/30/2020,business_closure,NA,NA,NA,N,"Businesses or organizations that do not perform Essential Services shall not be open for access or use by the public or its members. Such businesses or organizations are strongly encouraged to provide delivery, including delivery curbside outside of the business or organization, of online or telephone orders, to the greatest extent practicable, and persons are encouraged to use any such options to support such businesses during this emergency.",https://publications.tnsosfiles.com/pub/execorders/exec-orders-lee22.pdf,4/8/2020,food/drink closure,recreation,,,
USA,Tennessee,TN,all,all,3/12/2020,emergency_declaration,NA,NA,NA,NA,state of emergency declared,https://www.nga.org/coronavirus/#states,3/17/2020,emergency declaration,,,,
USA,Tennessee,TN,all,all,3/30/2020,home_isolation,NA,NA,NA,N,"an executive order issuing 'Shelter in Place' guidelines, which will remain in effect until April 14.",https://publications.tnsosfiles.com/pub/execorders/exec-orders-lee22.pdf,4/8/2020,mandatory shelter in place,,,,
USA,Tennessee,TN,all,all,3/13/2020,no_gathering,NA,NA,250,Y,Gatherings of 250 or more discouraged,https://www.nga.org/coronavirus/#states,5/11/2020,advisory,,,,
USA,Tennessee,TN,all,all,3/22/2020,no_gathering,NA,NA,NA,N,prohibiting gatherings of 10 or more people.,https://www.tn.gov/governor/news/2020/3/22/gov--bill-lee-signs-executive-order-mandating-alternative-business-models-for-restaurants-and-gyms--lifts-alcohol-regulations.html,3/26/2020,no_gathering_5_49,,,,
USA,Tennessee,TN,all,all,3/13/2020,school_closure,NA,NA,NA,Y,School districts have been advised to exercise discretion when canceling school for K-12 students.,https://www.nga.org/coronavirus/#states,3/17/2020,school closure ,,,,
USA,Tennessee,TN,all,all,3/20/2020,school_closure,NA,NA,NA,N,all school districts in Tennessee to close by March 20 and remain closed through March 31. The Governor announced that during this time the School Food Authorities will have flexibility to continue to provide meals to at-risk students who rely on meals.,https://www.tn.gov/governor/covid-19/covid-19-daily-bulletin/2020/3/17/covid-19-bulletin--1---march-17--2020.html,3/26/2020,school closure ,,,,
USA,Tennessee,TN,all,all,3/24/2020,school_closure,NA,NA,NA,N,The Governor extended statewide school closures until April 24.,https://www.nga.org/coronavirus/#states,3/26/2020,school closure ,,,,
USA,Tennessee,TN,all,all,3/22/2020,social_distance,NA,NA,NA,N,"Limits visitation to nursing homes, retirement homes, and long-term care facilities.",https://www.tn.gov/governor/news/2020/3/22/gov--bill-lee-signs-executive-order-mandating-alternative-business-models-for-restaurants-and-gyms--lifts-alcohol-regulations.html,3/26/2020,Restricts or requires social distance for visitation to certain facilities,,,,
USA,Tennessee,TN,all,all,3/26/2020,social_distance,NA,NA,NA,N,executive orders promoting telemedicine efforts,https://publications.tnsosfiles.com/pub/execorders/exec-orders-lee20.pdf,3/30/2020,Restricts or requires social distance for visitation to certain facilities,,,,
USA,Tennessee,TN,all,all,4/3/2020,social_distance,NA,NA,NA,N,"Suspends requirements regarding deposit of funds at walk-in state service location. Grants with Commissioner of Health authority to expand telemedicine and allow post-degree, pre-licensed mental or behavioral health professionals to treat patients; Suspends and extends deadlines for filing and paying taxes and applying for tax relief; Grants the Commissioner of Labor and Workforce Development discretion to require expedited information in processing unemployment benefits claims; Extends the law against price gouging for an additional 15 days; Suspends the expiration of marriage licenses; Extends the deadline for law enforcement officers to complete certain introductory POST Commission courses; Extends the due date for driver license reinstatement installment payments; Provides flexibility for Tennessee Corrections Institute county jail plans; and",https://publications.tnsosfiles.com/pub/execorders/exec-orders-lee24.pdf,4/8/2020,Suspends/restricts non-critical state operations/govt services,,,,
USA,Tennessee,TN,all,all,3/13/2020,travel_ban_local,NA,NA,NA,N,"State employees have been instructed to cease all non-essential business travel through March 31, 2020.",https://www.nga.org/coronavirus/#states,3/17/2020,travel ban for govt. employees,,,,
USA,Tennessee,TN,all,all,3/24/2020,work_from_home,NA,NA,NA,N,"The Governor extended work from home orders for state employees under the Alternative Workplace Solutions program, until April 24.",https://www.tn.gov/governor/covid-19/covid-19-daily-bulletin/2020/3/24/covid-19-bulletin--5---march-24--2020.html,3/26/2020,govt employees work from home,,,,
USA,Texas,TX,all,all,3/13/2020,emergency_declaration,NA,NA,NA,NA,state of emergency declared,https://www.nga.org/coronavirus/#states,3/17/2020,emergency declaration,,,,
USA,Texas,TX,all,all,3/20/2020,event_cancel,NA,NA,NA,N,"The Governor issued a proclamation, postponing the runoff primary election until July 14, 2020.",https://gov.texas.gov/news/post/governor-abbott-postpones-runoff-primary-election-in-response-to-covid-19,3/26/2020,cancel one event,,,,
USA,Texas,TX,all,all,4/2/2020,home_isolation,NA,NA,NA,N,"For weeks, Gov. Greg Abbott left it to local officials to impose the most restrictive orders. Millions of people in certain cities and counties were told to stay home, including in Harris County, which includes Houston; Dallas and Tarrant Counties in the Dallas-Fort Worth region; and Bexar County, which includes San Antonio. On March 31, Mr. Abbott tightened guidelines, but said that 'this is not a stay-at-home strategy.' The next day, he released a video message to Texans, saying he had ordered 'all Texans to stay at home, except to provide essential services or do essential things like going to the grocery store.” A spokesman for Mr. Abbott later confirmed that Texas was under a statewide stay-at-home mandate.",https://www.nytimes.com/interactive/2020/us/coronavirus-stay-at-home-order.html,4/7/2020,mandatory shelter in place,,,,
USA,Texas,TX,all,all,3/19/2020,no_gathering,NA,NA,NA,N,"Order No. 1: Prohibiting public gatherings of 10 or more people. Order No. 2: Discouraging dine-in at restaurants and bars, or visitation of gyms and massage parlors. Order No. 3: Prohibiting visitation to nursing homes, retirement homes, or long-term care facilities.",https://gov.texas.gov/news/post/governor-abbott-issues-executive-orders-in-accordance-with-federal-guidelines-to-mitigate-spread-of-covid-19-in-texas,3/26/2020,no_gathering_5_49,,,,
USA,Texas,TX,all,all,3/19/2020,school_closure,NA,NA,NA,N,Order No. 4: Closing schools.,https://gov.texas.gov/news/post/governor-abbott-issues-executive-orders-in-accordance-with-federal-guidelines-to-mitigate-spread-of-covid-19-in-texas,3/26/2020,school closure ,,,,
USA,Texas,TX,all,all,3/16/2020,social_distance,NA,NA,NA,N,The Governor granted the Office of the Attorney General’s request for suspension of certain open-meeting statutes. This temporary suspension will allow for telephonic or videoconference meetings of governmental bodies that are accessible to the public in an effort to reduce in-person meetings that assemble large groups of people.,https://gov.texas.gov/news/post/governor-abbott-allows-virtual-and-telephonic-open-meetings-to-maintain-government-transparency,3/26/2020,Suspends/restricts non-critical state operations/govt services,,,,
USA,Texas,TX,all,all,4/7/2020,social_distance,NA,NA,NA,N,the Texas Parks and Wildlife Department and the Texas Historical Commission to close all state parks and historic sites.,https://gov.texas.gov/news/post/governor-abbott-announces-temporary-closure-of-state-parks-and-historic-sites,4/9/2020,closes outdoor facilities,,,,
USA,Texas,TX,all,all,4/8/2020,social_distance,NA,NA,NA,N,ertain statutes to allow appearances before a notary public to be done via videoconference.,https://gov.texas.gov/news/post/governor-abbott-temporarily-suspends-certain-statutes-to-allow-for-appearance-before-notary-public-via-videoconference,4/9/2020,Suspends/restricts non-critical state operations/govt services,,,,
USA,Texas,TX,all,all,3/11/2020,testing_regime,NA,NA,NA,N,"insurers and HMOs to waive copayments, co-insurance, and deductibles for “testing and telemedicine visits for the diagnosis of coronavirus,” that is consistent with CDC guidance.",https://www.nga.org/coronavirus/#states,3/17/2020,N/A: testing regime,,,,
USA,Texas,TX,all,all,3/26/2020,travel_ban_local,"NY, NJ, CT, New Orleans","NY, NJ, CT, New Orleans",NA,N,"an Executive Order mandating a 14-day quarantine for travelers arriving in Texas from Tri-State airports in New York, New Jersey, or Connecticut, as well as from New Orleans, Louisiana.",https://www.nga.org/coronavirus/#states,3/26/2020,inbound quarantine,,,,
USA,Texas,TX,all,all,3/29/2020,travel_ban_local,"NY, NJ, CT, LA, WA, Atlanta, Chicago, Detroit, Miami","NY, NJ, CT, LA, WA, Atlanta, Chicago, Detroit, Miami",NA,N,"mandating a 14-day quarantine for road travelers arriving from anywhere in Louisiana and expanding a previous Executive Order, mandating a 14-day quarantine for air travelers from New York Tri-State Area, California, Louisiana, Washington, Atlanta, GA, Chicago, IL, Detroit, MI, and Miami, FL.",https://gov.texas.gov/news/post/governor-abbott-issues-executive-order-mandating-14-day-quarantine-for-travelers-arriving-from-new-york-tri-state-area-new-orleans2,4/7/2020,inbound quarantine,,,,
USA,US Virgin Islands,VI,all,all,3/23/2020,business_closure,NA,NA,NA,N,"Closes all bars in the territory and restricts dine-in services; Limits capacity of taxis and safaris; Prohibits hotels, guest houses, villas, bed-and-breakfasts, Airbnbs, and charter vessels from accepting new bookings for 30 days; Delineates essential businesses that may remain open; and Suspends portions of the V.I. Code including sections related to landlord-tenant actions and provisions prohibiting government retirees from receiving their annuities if they return to the workforce.",https://www.vi.gov/governor-bryan-orders-residents-to-stay-at-home-non-essential-businesses-to-end-in-person-operations/,3/30/2020,all non-essentials,,,,
USA,US Virgin Islands,VI,all,all,3/23/2020,business_closure,NA,NA,NA,N,"Closes all bars in the territory and restricts dine-in services; Limits capacity of taxis and safaris; Prohibits hotels, guest houses, villas, bed-and-breakfasts, Airbnbs, and charter vessels from accepting new bookings for 30 days; Delineates essential businesses that may remain open; and Suspends portions of the V.I. Code including sections related to landlord-tenant actions and provisions prohibiting government retirees from receiving their annuities if they return to the workforce.",https://www.vi.gov/governor-bryan-orders-residents-to-stay-at-home-non-essential-businesses-to-end-in-person-operations/,3/30/2020,recreation,,,,
USA,US Virgin Islands,VI,all,all,3/30/2020,business_closure,NA,NA,NA,N,"a third executive order that extends the stay-at-home directive and the closure of non-essential businesses to April 30. Additionally, the new order requires closure of beach restaurants.",https://www.vi.gov/governor-bryan-extends-state-of-emergency-to-april-30-stay-at-home-order-business-closures-remain-in-effect/,4/7/2020,N/A: amendment,,,,
USA,US Virgin Islands,VI,all,all,3/23/2020,business_closure,NA,NA,NA,N,only essential businesses to remain open,https://www.vi.gov/governor-bryan-orders-residents-to-stay-at-home-non-essential-businesses-to-end-in-person-operations/,3/25/2020,all non-essentials,,,,
USA,US Virgin Islands,VI,all,all,3/21/2020,home_isolation,NA,NA,NA,N,public is ordered to stay at home,https://www.vi.gov/wp-content/uploads/2020/03/2020-03.23-12-54pm-Order-Suppl-Exec-Order-re-Restrictions-to-Movement-Gatherings-Operations-of-Business-Govt.-and-Schools-fully-signed.pdf,3/25/2020,mandatory shelter in place,,,,
USA,US Virgin Islands,VI,all,all,3/21/2020,no_gathering,NA,NA,10,N,"effective, untl shelter-in-place order passed, which takes priority",https://www.vi.gov/wp-content/uploads/2020/03/2020-03.23-12-54pm-Order-Suppl-Exec-Order-re-Restrictions-to-Movement-Gatherings-Operations-of-Business-Govt.-and-Schools-fully-signed.pdf,3/25/2020,no_gathering,,,,
